,50000,100000,150000,200000,250000,300000,350000,400000,450000,500000
output/7B_0.7M_bs_7M_rope_500M_step_100_lr_2e-5_,1.8421764373779297,1.733699917793274,1.7046831846237183,1.7115849256515503,1.67368745803833,1.6596298217773438,1.6526880264282227,1.6435226202011108,1.6297056674957275,1.6271679401397705
